UF;Município;Município-UF;IBGE
PR;Lobato;Lobato-PR;4113601
PR;Londrina;Londrina-PR;4113700
PR;Luiziana;Luiziana-PR;4113734
PR;Lunardelli;Lunardelli-PR;4113759
PR;Lupionópolis;Lupionópolis-PR;4113809
PR;Mallet;Mallet-PR;4113908
PR;Mamborê;Mamborê-PR;4114005
PR;Mandaguaçu;Mandaguaçu-PR;4114104
PR;Mandaguari;Mandaguari-PR;4114203
PR;Mandirituba;Mandirituba-PR;4114302
PR;Manfrinópolis;Manfrinópolis-PR;4114351
PR;Mangueirinha;Mangueirinha-PR;4114401
PR;Manoel Ribas;Manoel Ribas-PR;4114500
PR;Marechal Cândido Rondon;Marechal Cândido Rondon-PR;4114609
PR;Maria Helena;Maria Helena-PR;4114708
PR;Marialva;Marialva-PR;4114807
PR;Marilândia do Sul;Marilândia do Sul-PR;4114906
PR;Marilena;Marilena-PR;4115002
PR;Mariluz;Mariluz-PR;4115101
PR;Maringá;Maringá-PR;4115200
PR;Mariópolis;Mariópolis-PR;4115309
PR;Maripá;Maripá-PR;4115358
PR;Marmeleiro;Marmeleiro-PR;4115408
PR;Marquinho;Marquinho-PR;4115457
PR;Marumbi;Marumbi-PR;4115507
PR;Matelândia;Matelândia-PR;4115606
PR;Matinhos;Matinhos-PR;4115705
PR;Mato Rico;Mato Rico-PR;4115739
PR;Mauá da Serra;Mauá da Serra-PR;4115754
PR;Medianeira;Medianeira-PR;4115804
PR;Mercedes;Mercedes-PR;4115853
PR;Mirador;Mirador-PR;4115903
PR;Miraselva;Miraselva-PR;4116000
PR;Missal;Missal-PR;4116059
PR;Moreira Sales;Moreira Sales-PR;4116109
PR;Morretes;Morretes-PR;4116208
PR;Munhoz de Melo;Munhoz de Melo-PR;4116307
PR;Nossa Senhora das Graças;Nossa Senhora das Graças-PR;4116406
PR;Nova Aliança do Ivaí;Nova Aliança do Ivaí-PR;4116505
PR;Nova América da Colina;Nova América da Colina-PR;4116604
PR;Nova Aurora;Nova Aurora-PR;4116703
PR;Nova Cantu;Nova Cantu-PR;4116802
PR;Nova Esperança;Nova Esperança-PR;4116901
PR;Nova Esperança do Sudoeste;Nova Esperança do Sudoeste-PR;4116950
PR;Nova Fátima;Nova Fátima-PR;4117008
PR;Nova Laranjeiras;Nova Laranjeiras-PR;4117057
PR;Nova Londrina;Nova Londrina-PR;4117107
PR;Nova Olímpia;Nova Olímpia-PR;4117206
PR;Nova Prata do Iguaçu;Nova Prata do Iguaçu-PR;4117255
PR;Nova Santa Bárbara;Nova Santa Bárbara-PR;4117214
PR;Nova Santa Rosa;Nova Santa Rosa-PR;4117222
PR;Nova Tebas;Nova Tebas-PR;4117271
PR;Novo Itacolomi;Novo Itacolomi-PR;4117297
PR;Ortigueira;Ortigueira-PR;4117305
PR;Ourizona;Ourizona-PR;4117404
PR;Ouro Verde do Oeste;Ouro Verde do Oeste-PR;4117453
PR;Paiçandu;Paiçandu-PR;4117503
PR;Palmas;Palmas-PR;4117602
PR;Palmeira;Palmeira-PR;4117701
PR;Palmital;Palmital-PR;4117800
PR;Palotina;Palotina-PR;4117909
PR;Paraíso do Norte;Paraíso do Norte-PR;4118006
PR;Paranacity;Paranacity-PR;4118105
PR;Paranaguá;Paranaguá-PR;4118204
PR;Paranapoema;Paranapoema-PR;4118303
PR;Paranavaí;Paranavaí-PR;4118402
PR;Pato Bragado;Pato Bragado-PR;4118451
PR;Pato Branco;Pato Branco-PR;4118501
PR;Paula Freitas;Paula Freitas-PR;4118600
PR;Paulo Frontin;Paulo Frontin-PR;4118709
PR;Peabiru;Peabiru-PR;4118808
PR;Perobal;Perobal-PR;4118857
PR;Pérola;Pérola-PR;4118907
PR;Pérola d'Oeste;Pérola d'Oeste-PR;4119004
PR;Piên;Piên-PR;4119103
PR;Pinhais;Pinhais-PR;4119152
PR;Pinhal de São Bento;Pinhal de São Bento-PR;4119251
PR;Pinhalão;Pinhalão-PR;4119202
PR;Pinhão;Pinhão-PR;4119301
PR;Piraí do Sul;Piraí do Sul-PR;4119400
PR;Piraquara;Piraquara-PR;4119509
PR;Pitanga;Pitanga-PR;4119608
PR;Pitangueiras;Pitangueiras-PR;4119657
PR;Planaltina do Paraná;Planaltina do Paraná-PR;4119707
PR;Planalto;Planalto-PR;4119806
PR;Ponta Grossa;Ponta Grossa-PR;4119905
PR;Pontal do Paraná;Pontal do Paraná-PR;4119954
PR;Porecatu;Porecatu-PR;4120002
PR;Porto Amazonas;Porto Amazonas-PR;4120101
PR;Porto Barreiro;Porto Barreiro-PR;4120150
PR;Porto Rico;Porto Rico-PR;4120200
PR;Porto Vitória;Porto Vitória-PR;4120309
PR;Prado Ferreira;Prado Ferreira-PR;4120333
PR;Pranchita;Pranchita-PR;4120358
PR;Presidente Castelo Branco;Presidente Castelo Branco-PR;4120408
PR;Primeiro de Maio;Primeiro de Maio-PR;4120507
PR;Prudentópolis;Prudentópolis-PR;4120606
PR;Quarto Centenário;Quarto Centenário-PR;4120655
PR;Quatiguá;Quatiguá-PR;4120705
PR;Quatro Barras;Quatro Barras-PR;4120804
PR;Quatro Pontes;Quatro Pontes-PR;4120853
PR;Quedas do Iguaçu;Quedas do Iguaçu-PR;4120903
PR;Querência do Norte;Querência do Norte-PR;4121000
PR;Quinta do Sol;Quinta do Sol-PR;4121109
PR;Quitandinha;Quitandinha-PR;4121208
PR;Ramilândia;Ramilândia-PR;4121257
PR;Rancho Alegre;Rancho Alegre-PR;4121307
PR;Rancho Alegre D'Oeste;Rancho Alegre D'Oeste-PR;4121356
PR;Realeza;Realeza-PR;4121406
PR;Rebouças;Rebouças-PR;4121505
PR;Renascença;Renascença-PR;4121604
PR;Reserva;Reserva-PR;4121703
PR;Reserva do Iguaçu;Reserva do Iguaçu-PR;4121752
PR;Ribeirão Claro;Ribeirão Claro-PR;4121802
PR;Ribeirão do Pinhal;Ribeirão do Pinhal-PR;4121901
PR;Rio Azul;Rio Azul-PR;4122008
PR;Rio Bom;Rio Bom-PR;4122107
PR;Rio Bonito do Iguaçu;Rio Bonito do Iguaçu-PR;4122156
PR;Rio Branco do Ivaí;Rio Branco do Ivaí-PR;4122172
PR;Rio Branco do Sul;Rio Branco do Sul-PR;4122206
PR;Rio Negro;Rio Negro-PR;4122305
PR;Rolândia;Rolândia-PR;4122404
PR;Roncador;Roncador-PR;4122503
PR;Rondon;Rondon-PR;4122602
PR;Rosário do Ivaí;Rosário do Ivaí-PR;4122651
PR;Sabáudia;Sabáudia-PR;4122701
PR;Salgado Filho;Salgado Filho-PR;4122800
PR;Salto do Itararé;Salto do Itararé-PR;4122909
PR;Salto do Lontra;Salto do Lontra-PR;4123006
PR;Santa Amélia;Santa Amélia-PR;4123105
PR;Santa Cecília do Pavão;Santa Cecília do Pavão-PR;4123204
PR;Santa Cruz de Monte Castelo;Santa Cruz de Monte Castelo-PR;4123303
PR;Santa Fé;Santa Fé-PR;4123402
PR;Santa Helena;Santa Helena-PR;4123501
PR;Santa Inês;Santa Inês-PR;4123600
PR;Santa Isabel do Ivaí;Santa Isabel do Ivaí-PR;4123709
PR;Santa Izabel do Oeste;Santa Izabel do Oeste-PR;4123808
PR;Santa Lúcia;Santa Lúcia-PR;4123824
PR;Santa Maria do Oeste;Santa Maria do Oeste-PR;4123857
PR;Santa Mariana;Santa Mariana-PR;4123907
PR;Santa Mônica;Santa Mônica-PR;4123956
PR;Santa Tereza do Oeste;Santa Tereza do Oeste-PR;4124020
PR;Santa Terezinha de Itaipu;Santa Terezinha de Itaipu-PR;4124053
PR;Santana do Itararé;Santana do Itararé-PR;4124004
PR;Santo Antônio da Platina;Santo Antônio da Platina-PR;4124103
PR;Santo Antônio do Caiuá;Santo Antônio do Caiuá-PR;4124202
PR;Santo Antônio do Paraíso;Santo Antônio do Paraíso-PR;4124301
PR;Santo Antônio do Sudoeste;Santo Antônio do Sudoeste-PR;4124400
PR;Santo Inácio;Santo Inácio-PR;4124509
PR;São Carlos do Ivaí;São Carlos do Ivaí-PR;4124608
PR;São Jerônimo da Serra;São Jerônimo da Serra-PR;4124707
PR;São João;São João-PR;4124806
PR;São João do Caiuá;São João do Caiuá-PR;4124905
PR;São João do Ivaí;São João do Ivaí-PR;4125001
PR;São João do Triunfo;São João do Triunfo-PR;4125100
PR;São Jorge do Ivaí;São Jorge do Ivaí-PR;4125308
PR;São Jorge do Patrocínio;São Jorge do Patrocínio-PR;4125357
PR;São Jorge d'Oeste;São Jorge d'Oeste-PR;4125209
PR;São José da Boa Vista;São José da Boa Vista-PR;4125407
PR;São José das Palmeiras;São José das Palmeiras-PR;4125456
PR;São José dos Pinhais;São José dos Pinhais-PR;4125506
PR;São Manoel do Paraná;São Manoel do Paraná-PR;4125555
PR;São Mateus do Sul;São Mateus do Sul-PR;4125605
PR;São Miguel do Iguaçu;São Miguel do Iguaçu-PR;4125704
PR;São Pedro do Iguaçu;São Pedro do Iguaçu-PR;4125753
PR;São Pedro do Ivaí;São Pedro do Ivaí-PR;4125803
PR;São Pedro do Paraná;São Pedro do Paraná-PR;4125902
PR;São Sebastião da Amoreira;São Sebastião da Amoreira-PR;4126009
PR;São Tomé;São Tomé-PR;4126108
PR;Sapopema;Sapopema-PR;4126207
PR;Sarandi;Sarandi-PR;4126256
PR;Saudade do Iguaçu;Saudade do Iguaçu-PR;4126272
PR;Sengés;Sengés-PR;4126306
PR;Serranópolis do Iguaçu;Serranópolis do Iguaçu-PR;4126355
PR;Sertaneja;Sertaneja-PR;4126405
PR;Sertanópolis;Sertanópolis-PR;4126504
PR;Siqueira Campos;Siqueira Campos-PR;4126603
PR;Sulina;Sulina-PR;4126652
PR;Tamarana;Tamarana-PR;4126678
PR;Tamboara;Tamboara-PR;4126702
PR;Tapejara;Tapejara-PR;4126801
PR;Tapira;Tapira-PR;4126900
PR;Teixeira Soares;Teixeira Soares-PR;4127007
PR;Telêmaco Borba;Telêmaco Borba-PR;4127106
PR;Terra Boa;Terra Boa-PR;4127205
PR;Terra Rica;Terra Rica-PR;4127304
PR;Terra Roxa;Terra Roxa-PR;4127403
PR;Tibagi;Tibagi-PR;4127502
PR;Tijucas do Sul;Tijucas do Sul-PR;4127601
PR;Toledo;Toledo-PR;4127700
PR;Tomazina;Tomazina-PR;4127809
PR;Três Barras do Paraná;Três Barras do Paraná-PR;4127858
PR;Tunas do Paraná;Tunas do Paraná-PR;4127882
PR;Tuneiras do Oeste;Tuneiras do Oeste-PR;4127908
PR;Tupãssi;Tupãssi-PR;4127957
PR;Turvo;Turvo-PR;4127965
PR;Ubiratã;Ubiratã-PR;4128005
PR;Umuarama;Umuarama-PR;4128104
PR;União da Vitória;União da Vitória-PR;4128203
PR;Uniflor;Uniflor-PR;4128302
PR;Uraí;Uraí-PR;4128401
PR;Ventania;Ventania-PR;4128534
PR;Vera Cruz do Oeste;Vera Cruz do Oeste-PR;4128559
PR;Verê;Verê-PR;4128609
PR;Virmond;Virmond-PR;4128658
PR;Vitorino;Vitorino-PR;4128708
PR;Wenceslau Braz;Wenceslau Braz-PR;4128500
PR;Xambrê;Xambrê-PR;4128807
SC;Abdon Batista;Abdon Batista-SC;4200051
SC;Abelardo Luz;Abelardo Luz-SC;4200101
SC;Agrolândia;Agrolândia-SC;4200200
SC;Agronômica;Agronômica-SC;4200309
SC;Água Doce;Água Doce-SC;4200408
SC;Águas de Chapecó;Águas de Chapecó-SC;4200507
SC;Águas Frias;Águas Frias-SC;4200556
SC;Águas Mornas;Águas Mornas-SC;4200606
SC;Alfredo Wagner;Alfredo Wagner-SC;4200705
SC;Alto Bela Vista;Alto Bela Vista-SC;4200754
SC;Anchieta;Anchieta-SC;4200804
SC;Angelina;Angelina-SC;4200903
SC;Anita Garibaldi;Anita Garibaldi-SC;4201000
SC;Anitápolis;Anitápolis-SC;4201109
SC;Antônio Carlos;Antônio Carlos-SC;4201208
SC;Apiúna;Apiúna-SC;4201257
SC;Arabutã;Arabutã-SC;4201273
SC;Araquari;Araquari-SC;4201307
SC;Araranguá;Araranguá-SC;4201406
SC;Armazém;Armazém-SC;4201505
SC;Arroio Trinta;Arroio Trinta-SC;4201604
SC;Arvoredo;Arvoredo-SC;4201653
SC;Ascurra;Ascurra-SC;4201703
SC;Atalanta;Atalanta-SC;4201802
SC;Aurora;Aurora-SC;4201901
SC;Balneário Arroio do Silva;Balneário Arroio do Silva-SC;4201950
SC;Balneário Barra do Sul;Balneário Barra do Sul-SC;4202057
SC;Balneário Camboriú;Balneário Camboriú-SC;4202008
SC;Balneário Gaivota;Balneário Gaivota-SC;4202073
SC;Balneário Piçarras;Balneário Piçarras-SC;4212809
SC;Balneário Rincão;Balneário Rincão-SC;4220000
SC;Bandeirante;Bandeirante-SC;4202081
SC;Barra Bonita;Barra Bonita-SC;4202099
SC;Barra Velha;Barra Velha-SC;4202107
SC;Bela Vista do Toldo;Bela Vista do Toldo-SC;4202131
SC;Belmonte;Belmonte-SC;4202156
SC;Benedito Novo;Benedito Novo-SC;4202206
SC;Biguaçu;Biguaçu-SC;4202305
SC;Blumenau;Blumenau-SC;4202404
SC;Bocaina do Sul;Bocaina do Sul-SC;4202438
SC;Bom Jardim da Serra;Bom Jardim da Serra-SC;4202503
SC;Bom Jesus;Bom Jesus-SC;4202537
SC;Bom Jesus do Oeste;Bom Jesus do Oeste-SC;4202578
SC;Bom Retiro;Bom Retiro-SC;4202602
SC;Bombinhas;Bombinhas-SC;4202453
SC;Botuverá;Botuverá-SC;4202701
SC;Braço do Norte;Braço do Norte-SC;4202800
SC;Braço do Trombudo;Braço do Trombudo-SC;4202859
SC;Brunópolis;Brunópolis-SC;4202875
SC;Brusque;Brusque-SC;4202909
SC;Caçador;Caçador-SC;4203006
SC;Caibi;Caibi-SC;4203105
SC;Calmon;Calmon-SC;4203154
SC;Camboriú;Camboriú-SC;4203204
SC;Campo Alegre;Campo Alegre-SC;4203303
SC;Campo Belo do Sul;Campo Belo do Sul-SC;4203402
SC;Campo Erê;Campo Erê-SC;4203501
SC;Campos Novos;Campos Novos-SC;4203600
SC;Canelinha;Canelinha-SC;4203709
SC;Canoinhas;Canoinhas-SC;4203808
SC;Capão Alto;Capão Alto-SC;4203253
SC;Capinzal;Capinzal-SC;4203907
SC;Capivari de Baixo;Capivari de Baixo-SC;4203956
SC;Catanduvas;Catanduvas-SC;4204004
SC;Caxambu do Sul;Caxambu do Sul-SC;4204103
SC;Celso Ramos;Celso Ramos-SC;4204152
SC;Cerro Negro;Cerro Negro-SC;4204178
SC;Chapadão do Lageado;Chapadão do Lageado-SC;4204194
SC;Chapecó;Chapecó-SC;4204202
SC;Cocal do Sul;Cocal do Sul-SC;4204251
SC;Concórdia;Concórdia-SC;4204301
SC;Cordilheira Alta;Cordilheira Alta-SC;4204350
SC;Coronel Freitas;Coronel Freitas-SC;4204400
SC;Coronel Martins;Coronel Martins-SC;4204459
SC;Correia Pinto;Correia Pinto-SC;4204558
SC;Corupá;Corupá-SC;4204509
SC;Criciúma;Criciúma-SC;4204608
SC;Cunha Porã;Cunha Porã-SC;4204707
SC;Cunhataí;Cunhataí-SC;4204756
SC;Curitibanos;Curitibanos-SC;4204806
SC;Descanso;Descanso-SC;4204905
SC;Dionísio Cerqueira;Dionísio Cerqueira-SC;4205001
SC;Dona Emma;Dona Emma-SC;4205100
SC;Doutor Pedrinho;Doutor Pedrinho-SC;4205159
SC;Entre Rios;Entre Rios-SC;4205175
SC;Ermo;Ermo-SC;4205191
SC;Erval Velho;Erval Velho-SC;4205209
SC;Faxinal dos Guedes;Faxinal dos Guedes-SC;4205308
SC;Flor do Sertão;Flor do Sertão-SC;4205357
SC;Florianópolis;Florianópolis-SC;4205407
SC;Formosa do Sul;Formosa do Sul-SC;4205431
SC;Forquilhinha;Forquilhinha-SC;4205456
SC;Fraiburgo;Fraiburgo-SC;4205506
SC;Frei Rogério;Frei Rogério-SC;4205555
SC;Galvão;Galvão-SC;4205605
SC;Garopaba;Garopaba-SC;4205704
SC;Garuva;Garuva-SC;4205803
SC;Gaspar;Gaspar-SC;4205902
SC;Governador Celso Ramos;Governador Celso Ramos-SC;4206009
SC;Grão Pará;Grão Pará-SC;4206108
SC;Gravatal;Gravatal-SC;4206207
SC;Guabiruba;Guabiruba-SC;4206306
SC;Guaraciaba;Guaraciaba-SC;4206405
SC;Guaramirim;Guaramirim-SC;4206504
SC;Guarujá do Sul;Guarujá do Sul-SC;4206603
SC;Guatambú;Guatambú-SC;4206652
SC;Herval d'Oeste;Herval d'Oeste-SC;4206702
SC;Ibiam;Ibiam-SC;4206751
SC;Ibicaré;Ibicaré-SC;4206801
SC;Ibirama;Ibirama-SC;4206900
SC;Içara;Içara-SC;4207007
SC;Ilhota;Ilhota-SC;4207106
SC;Imaruí;Imaruí-SC;4207205
SC;Imbituba;Imbituba-SC;4207304
SC;Imbuia;Imbuia-SC;4207403
SC;Indaial;Indaial-SC;4207502
SC;Iomerê;Iomerê-SC;4207577
SC;Ipira;Ipira-SC;4207601
SC;Iporã do Oeste;Iporã do Oeste-SC;4207650
SC;Ipuaçu;Ipuaçu-SC;4207684
SC;Ipumirim;Ipumirim-SC;4207700
SC;Iraceminha;Iraceminha-SC;4207759
SC;Irani;Irani-SC;4207809
SC;Irati;Irati-SC;4207858
SC;Irineópolis;Irineópolis-SC;4207908
SC;Itá;Itá-SC;4208005
SC;Itaiópolis;Itaiópolis-SC;4208104
SC;Itajaí;Itajaí-SC;4208203
SC;Itapema;Itapema-SC;4208302
SC;Itapiranga;Itapiranga-SC;4208401
SC;Itapoá;Itapoá-SC;4208450
SC;Ituporanga;Ituporanga-SC;4208500
SC;Jaborá;Jaborá-SC;4208609
SC;Jacinto Machado;Jacinto Machado-SC;4208708
SC;Jaguaruna;Jaguaruna-SC;4208807
SC;Jaraguá do Sul;Jaraguá do Sul-SC;4208906
SC;Jardinópolis;Jardinópolis-SC;4208955
SC;Joaçaba;Joaçaba-SC;4209003
SC;Joinville;Joinville-SC;4209102
SC;José Boiteux;José Boiteux-SC;4209151
SC;Jupiá;Jupiá-SC;4209177
SC;Lacerdópolis;Lacerdópolis-SC;4209201
SC;Lages;Lages-SC;4209300
SC;Laguna;Laguna-SC;4209409
SC;Lajeado Grande;Lajeado Grande-SC;4209458
SC;Laurentino;Laurentino-SC;4209508
SC;Lauro Müller;Lauro Müller-SC;4209607
SC;Lebon Régis;Lebon Régis-SC;4209706
SC;Leoberto Leal;Leoberto Leal-SC;4209805
SC;Lindóia do Sul;Lindóia do Sul-SC;4209854
SC;Lontras;Lontras-SC;4209904
SC;Luiz Alves;Luiz Alves-SC;4210001
SC;Luzerna;Luzerna-SC;4210035
SC;Macieira;Macieira-SC;4210050
SC;Mafra;Mafra-SC;4210100
SC;Major Gercino;Major Gercino-SC;4210209
SC;Major Vieira;Major Vieira-SC;4210308
SC;Maracajá;Maracajá-SC;4210407
SC;Maravilha;Maravilha-SC;4210506
SC;Marema;Marema-SC;4210555
SC;Massaranduba;Massaranduba-SC;4210605
SC;Matos Costa;Matos Costa-SC;4210704
SC;Meleiro;Meleiro-SC;4210803
SC;Mirim Doce;Mirim Doce-SC;4210852
SC;Modelo;Modelo-SC;4210902
SC;Mondaí;Mondaí-SC;4211009
SC;Monte Carlo;Monte Carlo-SC;4211058
SC;Monte Castelo;Monte Castelo-SC;4211108
SC;Morro da Fumaça;Morro da Fumaça-SC;4211207
SC;Morro Grande;Morro Grande-SC;4211256
SC;Navegantes;Navegantes-SC;4211306
SC;Nova Erechim;Nova Erechim-SC;4211405
SC;Nova Itaberaba;Nova Itaberaba-SC;4211454
SC;Nova Trento;Nova Trento-SC;4211504
SC;Nova Veneza;Nova Veneza-SC;4211603
SC;Novo Horizonte;Novo Horizonte-SC;4211652
SC;Orleans;Orleans-SC;4211702
SC;Otacílio Costa;Otacílio Costa-SC;4211751
SC;Ouro;Ouro-SC;4211801
SC;Ouro Verde;Ouro Verde-SC;4211850
SC;Paial;Paial-SC;4211876
SC;Painel;Painel-SC;4211892
SC;Palhoça;Palhoça-SC;4211900
SC;Palma Sola;Palma Sola-SC;4212007
SC;Palmeira;Palmeira-SC;4212056
SC;Palmitos;Palmitos-SC;4212106
SC;Papanduva;Papanduva-SC;4212205
SC;Paraíso;Paraíso-SC;4212239
SC;Passo de Torres;Passo de Torres-SC;4212254
SC;Passos Maia;Passos Maia-SC;4212270
SC;Paulo Lopes;Paulo Lopes-SC;4212304
SC;Pedras Grandes;Pedras Grandes-SC;4212403
SC;Penha;Penha-SC;4212502
SC;Peritiba;Peritiba-SC;4212601
SC;Pescaria Brava;Pescaria Brava-SC;4212650
SC;Petrolândia;Petrolândia-SC;4212700
SC;Pinhalzinho;Pinhalzinho-SC;4212908
SC;Pinheiro Preto;Pinheiro Preto-SC;4213005
SC;Piratuba;Piratuba-SC;4213104
SC;Planalto Alegre;Planalto Alegre-SC;4213153
SC;Pomerode;Pomerode-SC;4213203
SC;Ponte Alta;Ponte Alta-SC;4213302
SC;Ponte Alta do Norte;Ponte Alta do Norte-SC;4213351
SC;Ponte Serrada;Ponte Serrada-SC;4213401
SC;Porto Belo;Porto Belo-SC;4213500
SC;Porto União;Porto União-SC;4213609
SC;Pouso Redondo;Pouso Redondo-SC;4213708
SC;Praia Grande;Praia Grande-SC;4213807
SC;Presidente Castello Branco;Presidente Castello Branco-SC;4213906
SC;Presidente Getúlio;Presidente Getúlio-SC;4214003
SC;Presidente Nereu;Presidente Nereu-SC;4214102
SC;Princesa;Princesa-SC;4214151
SC;Quilombo;Quilombo-SC;4214201
SC;Rancho Queimado;Rancho Queimado-SC;4214300
SC;Rio das Antas;Rio das Antas-SC;4214409
SC;Rio do Campo;Rio do Campo-SC;4214508
SC;Rio do Oeste;Rio do Oeste-SC;4214607
SC;Rio do Sul;Rio do Sul-SC;4214805
SC;Rio dos Cedros;Rio dos Cedros-SC;4214706
SC;Rio Fortuna;Rio Fortuna-SC;4214904
SC;Rio Negrinho;Rio Negrinho-SC;4215000
SC;Rio Rufino;Rio Rufino-SC;4215059
SC;Riqueza;Riqueza-SC;4215075
SC;Rodeio;Rodeio-SC;4215109
SC;Romelândia;Romelândia-SC;4215208
SC;Salete;Salete-SC;4215307
SC;Saltinho;Saltinho-SC;4215356
SC;Salto Veloso;Salto Veloso-SC;4215406
SC;Sangão;Sangão-SC;4215455
SC;Santa Cecília;Santa Cecília-SC;4215505
SC;Santa Helena;Santa Helena-SC;4215554
SC;Santa Rosa de Lima;Santa Rosa de Lima-SC;4215604
SC;Santa Rosa do Sul;Santa Rosa do Sul-SC;4215653
SC;Santa Terezinha;Santa Terezinha-SC;4215679
SC;Santa Terezinha do Progresso;Santa Terezinha do Progresso-SC;4215687
SC;Santiago do Sul;Santiago do Sul-SC;4215695
SC;Santo Amaro da Imperatriz;Santo Amaro da Imperatriz-SC;4215703
SC;São Bento do Sul;São Bento do Sul-SC;4215802
SC;São Bernardino;São Bernardino-SC;4215752
SC;São Bonifácio;São Bonifácio-SC;4215901
SC;São Carlos;São Carlos-SC;4216008
SC;São Cristóvão do Sul;São Cristóvão do Sul-SC;4216057
SC;São Domingos;São Domingos-SC;4216107
SC;São Francisco do Sul;São Francisco do Sul-SC;4216206
SC;São João Batista;São João Batista-SC;4216305
SC;São João do Itaperiú;São João do Itaperiú-SC;4216354
SC;São João do Oeste;São João do Oeste-SC;4216255
SC;São João do Sul;São João do Sul-SC;4216404
SC;São Joaquim;São Joaquim-SC;4216503
SC;São José;São José-SC;4216602
SC;São José do Cedro;São José do Cedro-SC;4216701
SC;São José do Cerrito;São José do Cerrito-SC;4216800
SC;São Lourenço do Oeste;São Lourenço do Oeste-SC;4216909
SC;São Ludgero;São Ludgero-SC;4217006
SC;São Martinho;São Martinho-SC;4217105
SC;São Miguel da Boa Vista;São Miguel da Boa Vista-SC;4217154
SC;São Miguel do Oeste;São Miguel do Oeste-SC;4217204
SC;São Pedro de Alcântara;São Pedro de Alcântara-SC;4217253
SC;Saudades;Saudades-SC;4217303
SC;Schroeder;Schroeder-SC;4217402
SC;Seara;Seara-SC;4217501
SC;Serra Alta;Serra Alta-SC;4217550
SC;Siderópolis;Siderópolis-SC;4217600
SC;Sombrio;Sombrio-SC;4217709
SC;Sul Brasil;Sul Brasil-SC;4217758
SC;Taió;Taió-SC;4217808
SC;Tangará;Tangará-SC;4217907
SC;Tigrinhos;Tigrinhos-SC;4217956
SC;Tijucas;Tijucas-SC;4218004
SC;Timbé do Sul;Timbé do Sul-SC;4218103
SC;Timbó;Timbó-SC;4218202
SC;Timbó Grande;Timbó Grande-SC;4218251
SC;Três Barras;Três Barras-SC;4218301
SC;Treviso;Treviso-SC;4218350
SC;Treze de Maio;Treze de Maio-SC;4218400
SC;Treze Tílias;Treze Tílias-SC;4218509
SC;Trombudo Central;Trombudo Central-SC;4218608
SC;Tubarão;Tubarão-SC;4218707
SC;Tunápolis;Tunápolis-SC;4218756
SC;Turvo;Turvo-SC;4218806
SC;União do Oeste;União do Oeste-SC;4218855
SC;Urubici;Urubici-SC;4218905
SC;Urupema;Urupema-SC;4218954
SC;Urussanga;Urussanga-SC;4219002
SC;Vargeão;Vargeão-SC;4219101
SC;Vargem;Vargem-SC;4219150
SC;Vargem Bonita;Vargem Bonita-SC;4219176
SC;Vidal Ramos;Vidal Ramos-SC;4219200
SC;Videira;Videira-SC;4219309
SC;Vitor Meireles;Vitor Meireles-SC;4219358
SC;Witmarsum;Witmarsum-SC;4219408
SC;Xanxerê;Xanxerê-SC;4219507
SC;Xavantina;Xavantina-SC;4219606
SC;Xaxim;Xaxim-SC;4219705
SC;Zortéa;Zortéa-SC;4219853
RS;Aceguá;Aceguá-RS;4300034
RS;Água Santa;Água Santa-RS;4300059
RS;Agudo;Agudo-RS;4300109
RS;Ajuricaba;Ajuricaba-RS;4300208
RS;Alecrim;Alecrim-RS;4300307
RS;Alegrete;Alegrete-RS;4300406
RS;Alegria;Alegria-RS;4300455
RS;Almirante Tamandaré do Sul;Almirante Tamandaré do Sul-RS;4300471
RS;Alpestre;Alpestre-RS;4300505
RS;Alto Alegre;Alto Alegre-RS;4300554
RS;Alto Feliz;Alto Feliz-RS;4300570
RS;Alvorada;Alvorada-RS;4300604
RS;Amaral Ferrador;Amaral Ferrador-RS;4300638
RS;Ametista do Sul;Ametista do Sul-RS;4300646
RS;André da Rocha;André da Rocha-RS;4300661
RS;Anta Gorda;Anta Gorda-RS;4300703
RS;Antônio Prado;Antônio Prado-RS;4300802
RS;Arambaré;Arambaré-RS;4300851
RS;Araricá;Araricá-RS;4300877
RS;Aratiba;Aratiba-RS;4300901
RS;Arroio do Meio;Arroio do Meio-RS;4301008
RS;Arroio do Padre;Arroio do Padre-RS;4301073
RS;Arroio do Sal;Arroio do Sal-RS;4301057
RS;Arroio do Tigre;Arroio do Tigre-RS;4301206
RS;Arroio dos Ratos;Arroio dos Ratos-RS;4301107
RS;Arroio Grande;Arroio Grande-RS;4301305
RS;Arvorezinha;Arvorezinha-RS;4301404
RS;Augusto Pestana;Augusto Pestana-RS;4301503
RS;Áurea;Áurea-RS;4301552
RS;Bagé;Bagé-RS;4301602
RS;Balneário Pinhal;Balneário Pinhal-RS;4301636
RS;Barão;Barão-RS;4301651
RS;Barão de Cotegipe;Barão de Cotegipe-RS;4301701
RS;Barão do Triunfo;Barão do Triunfo-RS;4301750
RS;Barra do Guarita;Barra do Guarita-RS;4301859
RS;Barra do Quaraí;Barra do Quaraí-RS;4301875
RS;Barra do Ribeiro;Barra do Ribeiro-RS;4301909
RS;Barra do Rio Azul;Barra do Rio Azul-RS;4301925
RS;Barra Funda;Barra Funda-RS;4301958
RS;Barracão;Barracão-RS;4301800
RS;Barros Cassal;Barros Cassal-RS;4302006
