UF;Município;Município-UF;IBGE
RN;Parnamirim;Parnamirim-RN;2403251
RN;Passa e Fica;Passa e Fica-RN;2409100
RN;Passagem;Passagem-RN;2409209
RN;Patu;Patu-RN;2409308
RN;Pau dos Ferros;Pau dos Ferros-RN;2409407
RN;Pedra Grande;Pedra Grande-RN;2409506
RN;Pedra Preta;Pedra Preta-RN;2409605
RN;Pedro Avelino;Pedro Avelino-RN;2409704
RN;Pedro Velho;Pedro Velho-RN;2409803
RN;Pendências;Pendências-RN;2409902
RN;Pilões;Pilões-RN;2410009
RN;Poço Branco;Poço Branco-RN;2410108
RN;Portalegre;Portalegre-RN;2410207
RN;Porto do Mangue;Porto do Mangue-RN;2410256
RN;Pureza;Pureza-RN;2410405
RN;Rafael Fernandes;Rafael Fernandes-RN;2410504
RN;Rafael Godeiro;Rafael Godeiro-RN;2410603
RN;Riacho da Cruz;Riacho da Cruz-RN;2410702
RN;Riacho de Santana;Riacho de Santana-RN;2410801
RN;Riachuelo;Riachuelo-RN;2410900
RN;Rio do Fogo;Rio do Fogo-RN;2408953
RN;Rodolfo Fernandes;Rodolfo Fernandes-RN;2411007
RN;Ruy Barbosa;Ruy Barbosa-RN;2411106
RN;Santa Cruz;Santa Cruz-RN;2411205
RN;Santa Maria;Santa Maria-RN;2409332
RN;Santana do Matos;Santana do Matos-RN;2411403
RN;Santana do Seridó;Santana do Seridó-RN;2411429
RN;Santo Antônio;Santo Antônio-RN;2411502
RN;São Bento do Norte;São Bento do Norte-RN;2411601
RN;São Bento do Trairí;São Bento do Trairí-RN;2411700
RN;São Fernando;São Fernando-RN;2411809
RN;São Francisco do Oeste;São Francisco do Oeste-RN;2411908
RN;São Gonçalo do Amarante;São Gonçalo do Amarante-RN;2412005
RN;São João do Sabugi;São João do Sabugi-RN;2412104
RN;São José de Mipibu;São José de Mipibu-RN;2412203
RN;São José do Campestre;São José do Campestre-RN;2412302
RN;São José do Seridó;São José do Seridó-RN;2412401
RN;São Miguel;São Miguel-RN;2412500
RN;São Miguel do Gostoso;São Miguel do Gostoso-RN;2412559
RN;São Paulo do Potengi;São Paulo do Potengi-RN;2412609
RN;São Pedro;São Pedro-RN;2412708
RN;São Rafael;São Rafael-RN;2412807
RN;São Tomé;São Tomé-RN;2412906
RN;São Vicente;São Vicente-RN;2413003
RN;Senador Elói de Souza;Senador Elói de Souza-RN;2413102
RN;Senador Georgino Avelino;Senador Georgino Avelino-RN;2413201
RN;Serra Caiada;Serra Caiada-RN;2410306
RN;Serra de São Bento;Serra de São Bento-RN;2413300
RN;Serra do Mel;Serra do Mel-RN;2413359
RN;Serra Negra do Norte;Serra Negra do Norte-RN;2413409
RN;Serrinha;Serrinha-RN;2413508
RN;Serrinha dos Pintos;Serrinha dos Pintos-RN;2413557
RN;Severiano Melo;Severiano Melo-RN;2413607
RN;Sítio Novo;Sítio Novo-RN;2413706
RN;Taboleiro Grande;Taboleiro Grande-RN;2413805
RN;Taipu;Taipu-RN;2413904
RN;Tangará;Tangará-RN;2414001
RN;Tenente Ananias;Tenente Ananias-RN;2414100
RN;Tenente Laurentino Cruz;Tenente Laurentino Cruz-RN;2414159
RN;Tibau;Tibau-RN;2411056
RN;Tibau do Sul;Tibau do Sul-RN;2414209
RN;Timbaúba dos Batistas;Timbaúba dos Batistas-RN;2414308
RN;Touros;Touros-RN;2414407
RN;Triunfo Potiguar;Triunfo Potiguar-RN;2414456
RN;Umarizal;Umarizal-RN;2414506
RN;Upanema;Upanema-RN;2414605
RN;Várzea;Várzea-RN;2414704
RN;Venha-Ver;Venha-Ver-RN;2414753
RN;Vera Cruz;Vera Cruz-RN;2414803
RN;Viçosa;Viçosa-RN;2414902
RN;Vila Flor;Vila Flor-RN;2415008
PB;Água Branca;Água Branca-PB;2500106
PB;Aguiar;Aguiar-PB;2500205
PB;Alagoa Grande;Alagoa Grande-PB;2500304
PB;Alagoa Nova;Alagoa Nova-PB;2500403
PB;Alagoinha;Alagoinha-PB;2500502
PB;Alcantil;Alcantil-PB;2500536
PB;Algodão de Jandaíra;Algodão de Jandaíra-PB;2500577
PB;Alhandra;Alhandra-PB;2500601
PB;Amparo;Amparo-PB;2500734
PB;Aparecida;Aparecida-PB;2500775
PB;Araçagi;Araçagi-PB;2500809
PB;Arara;Arara-PB;2500908
PB;Araruna;Araruna-PB;2501005
PB;Areia;Areia-PB;2501104
PB;Areia de Baraúnas;Areia de Baraúnas-PB;2501153
PB;Areial;Areial-PB;2501203
PB;Aroeiras;Aroeiras-PB;2501302
PB;Assunção;Assunção-PB;2501351
PB;Baía da Traição;Baía da Traição-PB;2501401
PB;Bananeiras;Bananeiras-PB;2501500
PB;Baraúna;Baraúna-PB;2501534
PB;Barra de Santa Rosa;Barra de Santa Rosa-PB;2501609
PB;Barra de Santana;Barra de Santana-PB;2501575
PB;Barra de São Miguel;Barra de São Miguel-PB;2501708
PB;Bayeux;Bayeux-PB;2501807
PB;Belém;Belém-PB;2501906
PB;Belém do Brejo do Cruz;Belém do Brejo do Cruz-PB;2502003
PB;Bernardino Batista;Bernardino Batista-PB;2502052
PB;Boa Ventura;Boa Ventura-PB;2502102
PB;Boa Vista;Boa Vista-PB;2502151
PB;Bom Jesus;Bom Jesus-PB;2502201
PB;Bom Sucesso;Bom Sucesso-PB;2502300
PB;Bonito de Santa Fé;Bonito de Santa Fé-PB;2502409
PB;Boqueirão;Boqueirão-PB;2502508
PB;Borborema;Borborema-PB;2502706
PB;Brejo do Cruz;Brejo do Cruz-PB;2502805
PB;Brejo dos Santos;Brejo dos Santos-PB;2502904
PB;Caaporã;Caaporã-PB;2503001
PB;Cabaceiras;Cabaceiras-PB;2503100
PB;Cabedelo;Cabedelo-PB;2503209
PB;Cachoeira dos Índios;Cachoeira dos Índios-PB;2503308
PB;Cacimba de Areia;Cacimba de Areia-PB;2503407
PB;Cacimba de Dentro;Cacimba de Dentro-PB;2503506
PB;Cacimbas;Cacimbas-PB;2503555
PB;Caiçara;Caiçara-PB;2503605
PB;Cajazeiras;Cajazeiras-PB;2503704
PB;Cajazeirinhas;Cajazeirinhas-PB;2503753
PB;Caldas Brandão;Caldas Brandão-PB;2503803
PB;Camalaú;Camalaú-PB;2503902
PB;Campina Grande;Campina Grande-PB;2504009
PB;Capim;Capim-PB;2504033
PB;Caraúbas;Caraúbas-PB;2504074
PB;Carrapateira;Carrapateira-PB;2504108
PB;Casserengue;Casserengue-PB;2504157
PB;Catingueira;Catingueira-PB;2504207
PB;Catolé do Rocha;Catolé do Rocha-PB;2504306
PB;Caturité;Caturité-PB;2504355
PB;Conceição;Conceição-PB;2504405
PB;Condado;Condado-PB;2504504
PB;Conde;Conde-PB;2504603
PB;Congo;Congo-PB;2504702
PB;Coremas;Coremas-PB;2504801
PB;Coxixola;Coxixola-PB;2504850
PB;Cruz do Espírito Santo;Cruz do Espírito Santo-PB;2504900
PB;Cubati;Cubati-PB;2505006
PB;Cuité;Cuité-PB;2505105
PB;Cuité de Mamanguape;Cuité de Mamanguape-PB;2505238
PB;Cuitegi;Cuitegi-PB;2505204
PB;Curral de Cima;Curral de Cima-PB;2505279
PB;Curral Velho;Curral Velho-PB;2505303
PB;Damião;Damião-PB;2505352
PB;Desterro;Desterro-PB;2505402
PB;Diamante;Diamante-PB;2505600
PB;Dona Inês;Dona Inês-PB;2505709
PB;Duas Estradas;Duas Estradas-PB;2505808
PB;Emas;Emas-PB;2505907
PB;Esperança;Esperança-PB;2506004
PB;Fagundes;Fagundes-PB;2506103
PB;Frei Martinho;Frei Martinho-PB;2506202
PB;Gado Bravo;Gado Bravo-PB;2506251
PB;Guarabira;Guarabira-PB;2506301
PB;Gurinhém;Gurinhém-PB;2506400
PB;Gurjão;Gurjão-PB;2506509
PB;Ibiara;Ibiara-PB;2506608
PB;Igaracy;Igaracy-PB;2502607
PB;Imaculada;Imaculada-PB;2506707
PB;Ingá;Ingá-PB;2506806
PB;Itabaiana;Itabaiana-PB;2506905
PB;Itaporanga;Itaporanga-PB;2507002
PB;Itapororoca;Itapororoca-PB;2507101
PB;Itatuba;Itatuba-PB;2507200
PB;Jacaraú;Jacaraú-PB;2507309
PB;Jericó;Jericó-PB;2507408
PB;João Pessoa;João Pessoa-PB;2507507
PB;Joca Claudino;Joca Claudino-PB;2513653
PB;Juarez Távora;Juarez Távora-PB;2507606
PB;Juazeirinho;Juazeirinho-PB;2507705
PB;Junco do Seridó;Junco do Seridó-PB;2507804
PB;Juripiranga;Juripiranga-PB;2507903
PB;Juru;Juru-PB;2508000
PB;Lagoa;Lagoa-PB;2508109
PB;Lagoa de Dentro;Lagoa de Dentro-PB;2508208
PB;Lagoa Seca;Lagoa Seca-PB;2508307
PB;Lastro;Lastro-PB;2508406
PB;Livramento;Livramento-PB;2508505
PB;Logradouro;Logradouro-PB;2508554
PB;Lucena;Lucena-PB;2508604
PB;Mãe d'Água;Mãe d'Água-PB;2508703
PB;Malta;Malta-PB;2508802
PB;Mamanguape;Mamanguape-PB;2508901
PB;Manaíra;Manaíra-PB;2509008
PB;Marcação;Marcação-PB;2509057
PB;Mari;Mari-PB;2509107
PB;Marizópolis;Marizópolis-PB;2509156
PB;Massaranduba;Massaranduba-PB;2509206
PB;Mataraca;Mataraca-PB;2509305
PB;Matinhas;Matinhas-PB;2509339
PB;Mato Grosso;Mato Grosso-PB;2509370
PB;Maturéia;Maturéia-PB;2509396
PB;Mogeiro;Mogeiro-PB;2509404
PB;Montadas;Montadas-PB;2509503
PB;Monte Horebe;Monte Horebe-PB;2509602
PB;Monteiro;Monteiro-PB;2509701
PB;Mulungu;Mulungu-PB;2509800
PB;Natuba;Natuba-PB;2509909
PB;Nazarezinho;Nazarezinho-PB;2510006
PB;Nova Floresta;Nova Floresta-PB;2510105
PB;Nova Olinda;Nova Olinda-PB;2510204
PB;Nova Palmeira;Nova Palmeira-PB;2510303
PB;Olho d'Água;Olho d'Água-PB;2510402
PB;Olivedos;Olivedos-PB;2510501
PB;Ouro Velho;Ouro Velho-PB;2510600
PB;Parari;Parari-PB;2510659
PB;Passagem;Passagem-PB;2510709
PB;Patos;Patos-PB;2510808
PB;Paulista;Paulista-PB;2510907
PB;Pedra Branca;Pedra Branca-PB;2511004
PB;Pedra Lavrada;Pedra Lavrada-PB;2511103
PB;Pedras de Fogo;Pedras de Fogo-PB;2511202
PB;Pedro Régis;Pedro Régis-PB;2512721
PB;Piancó;Piancó-PB;2511301
PB;Picuí;Picuí-PB;2511400
PB;Pilar;Pilar-PB;2511509
PB;Pilões;Pilões-PB;2511608
PB;Pilõezinhos;Pilõezinhos-PB;2511707
PB;Pirpirituba;Pirpirituba-PB;2511806
PB;Pitimbu;Pitimbu-PB;2511905
PB;Pocinhos;Pocinhos-PB;2512002
PB;Poço Dantas;Poço Dantas-PB;2512036
PB;Poço de José de Moura;Poço de José de Moura-PB;2512077
PB;Pombal;Pombal-PB;2512101
PB;Prata;Prata-PB;2512200
PB;Princesa Isabel;Princesa Isabel-PB;2512309
PB;Puxinanã;Puxinanã-PB;2512408
PB;Queimadas;Queimadas-PB;2512507
PB;Quixaba;Quixaba-PB;2512606
PB;Remígio;Remígio-PB;2512705
PB;Riachão;Riachão-PB;2512747
PB;Riachão do Bacamarte;Riachão do Bacamarte-PB;2512754
PB;Riachão do Poço;Riachão do Poço-PB;2512762
PB;Riacho de Santo Antônio;Riacho de Santo Antônio-PB;2512788
PB;Riacho dos Cavalos;Riacho dos Cavalos-PB;2512804
PB;Rio Tinto;Rio Tinto-PB;2512903
PB;Salgadinho;Salgadinho-PB;2513000
PB;Salgado de São Félix;Salgado de São Félix-PB;2513109
PB;Santa Cecília;Santa Cecília-PB;2513158
PB;Santa Cruz;Santa Cruz-PB;2513208
PB;Santa Helena;Santa Helena-PB;2513307
PB;Santa Inês;Santa Inês-PB;2513356
PB;Santa Luzia;Santa Luzia-PB;2513406
PB;Santa Rita;Santa Rita-PB;2513703
PB;Santa Teresinha;Santa Teresinha-PB;2513802
PB;Santana de Mangueira;Santana de Mangueira-PB;2513505
PB;Santana dos Garrotes;Santana dos Garrotes-PB;2513604
PB;Santo André;Santo André-PB;2513851
PB;São Bentinho;São Bentinho-PB;2513927
PB;São Bento;São Bento-PB;2513901
PB;São Domingos;São Domingos-PB;2513968
PB;São Domingos do Cariri;São Domingos do Cariri-PB;2513943
PB;São Francisco;São Francisco-PB;2513984
PB;São João do Cariri;São João do Cariri-PB;2514008
PB;São João do Rio do Peixe;São João do Rio do Peixe-PB;2500700
PB;São João do Tigre;São João do Tigre-PB;2514107
PB;São José da Lagoa Tapada;São José da Lagoa Tapada-PB;2514206
PB;São José de Caiana;São José de Caiana-PB;2514305
PB;São José de Espinharas;São José de Espinharas-PB;2514404
PB;São José de Piranhas;São José de Piranhas-PB;2514503
PB;São José de Princesa;São José de Princesa-PB;2514552
PB;São José do Bonfim;São José do Bonfim-PB;2514602
PB;São José do Brejo do Cruz;São José do Brejo do Cruz-PB;2514651
PB;São José do Sabugi;São José do Sabugi-PB;2514701
PB;São José dos Cordeiros;São José dos Cordeiros-PB;2514800
PB;São José dos Ramos;São José dos Ramos-PB;2514453
PB;São Mamede;São Mamede-PB;2514909
PB;São Miguel de Taipu;São Miguel de Taipu-PB;2515005
PB;São Sebastião de Lagoa de Roça;São Sebastião de Lagoa de Roça-PB;2515104
PB;São Sebastião do Umbuzeiro;São Sebastião do Umbuzeiro-PB;2515203
PB;São Vicente do Seridó;São Vicente do Seridó-PB;2515401
PB;Sapé;Sapé-PB;2515302
PB;Serra Branca;Serra Branca-PB;2515500
PB;Serra da Raiz;Serra da Raiz-PB;2515609
PB;Serra Grande;Serra Grande-PB;2515708
PB;Serra Redonda;Serra Redonda-PB;2515807
PB;Serraria;Serraria-PB;2515906
PB;Sertãozinho;Sertãozinho-PB;2515930
PB;Sobrado;Sobrado-PB;2515971
PB;Solânea;Solânea-PB;2516003
PB;Soledade;Soledade-PB;2516102
PB;Sossêgo;Sossêgo-PB;2516151
PB;Sousa;Sousa-PB;2516201
PB;Sumé;Sumé-PB;2516300
PB;Tacima;Tacima-PB;2516409
PB;Taperoá;Taperoá-PB;2516508
PB;Tavares;Tavares-PB;2516607
PB;Teixeira;Teixeira-PB;2516706
PB;Tenório;Tenório-PB;2516755
PB;Triunfo;Triunfo-PB;2516805
PB;Uiraúna;Uiraúna-PB;2516904
PB;Umbuzeiro;Umbuzeiro-PB;2517001
PB;Várzea;Várzea-PB;2517100
PB;Vieirópolis;Vieirópolis-PB;2517209
PB;Vista Serrana;Vista Serrana-PB;2505501
PB;Zabelê;Zabelê-PB;2517407
PE;Abreu e Lima;Abreu e Lima-PE;2600054
PE;Afogados da Ingazeira;Afogados da Ingazeira-PE;2600104
PE;Afrânio;Afrânio-PE;2600203
PE;Agrestina;Agrestina-PE;2600302
PE;Água Preta;Água Preta-PE;2600401
PE;Águas Belas;Águas Belas-PE;2600500
PE;Alagoinha;Alagoinha-PE;2600609
PE;Aliança;Aliança-PE;2600708
PE;Altinho;Altinho-PE;2600807
PE;Amaraji;Amaraji-PE;2600906
PE;Angelim;Angelim-PE;2601003
PE;Araçoiaba;Araçoiaba-PE;2601052
PE;Araripina;Araripina-PE;2601102
PE;Arcoverde;Arcoverde-PE;2601201
PE;Barra de Guabiraba;Barra de Guabiraba-PE;2601300
PE;Barreiros;Barreiros-PE;2601409
PE;Belém de Maria;Belém de Maria-PE;2601508
PE;Belém do São Francisco;Belém do São Francisco-PE;2601607
PE;Belo Jardim;Belo Jardim-PE;2601706
PE;Betânia;Betânia-PE;2601805
PE;Bezerros;Bezerros-PE;2601904
PE;Bodocó;Bodocó-PE;2602001
PE;Bom Conselho;Bom Conselho-PE;2602100
PE;Bom Jardim;Bom Jardim-PE;2602209
PE;Bonito;Bonito-PE;2602308
PE;Brejão;Brejão-PE;2602407
PE;Brejinho;Brejinho-PE;2602506
PE;Brejo da Madre de Deus;Brejo da Madre de Deus-PE;2602605
PE;Buenos Aires;Buenos Aires-PE;2602704
PE;Buíque;Buíque-PE;2602803
PE;Cabo de Santo Agostinho;Cabo de Santo Agostinho-PE;2602902
PE;Cabrobó;Cabrobó-PE;2603009
PE;Cachoeirinha;Cachoeirinha-PE;2603108
PE;Caetés;Caetés-PE;2603207
PE;Calçado;Calçado-PE;2603306
PE;Calumbi;Calumbi-PE;2603405
PE;Camaragibe;Camaragibe-PE;2603454
PE;Camocim de São Félix;Camocim de São Félix-PE;2603504
PE;Camutanga;Camutanga-PE;2603603
PE;Canhotinho;Canhotinho-PE;2603702
PE;Capoeiras;Capoeiras-PE;2603801
PE;Carnaíba;Carnaíba-PE;2603900
PE;Carnaubeira da Penha;Carnaubeira da Penha-PE;2603926
PE;Carpina;Carpina-PE;2604007
PE;Caruaru;Caruaru-PE;2604106
PE;Casinhas;Casinhas-PE;2604155
PE;Catende;Catende-PE;2604205
PE;Cedro;Cedro-PE;2604304
PE;Chã de Alegria;Chã de Alegria-PE;2604403
PE;Chã Grande;Chã Grande-PE;2604502
PE;Condado;Condado-PE;2604601
PE;Correntes;Correntes-PE;2604700
PE;Cortês;Cortês-PE;2604809
PE;Cumaru;Cumaru-PE;2604908
PE;Cupira;Cupira-PE;2605004
PE;Custódia;Custódia-PE;2605103
PE;Dormentes;Dormentes-PE;2605152
PE;Escada;Escada-PE;2605202
PE;Exu;Exu-PE;2605301
PE;Feira Nova;Feira Nova-PE;2605400
PE;Fernando de Noronha;Fernando de Noronha-PE;2605459
PE;Ferreiros;Ferreiros-PE;2605509
PE;Flores;Flores-PE;2605608
PE;Floresta;Floresta-PE;2605707
PE;Frei Miguelinho;Frei Miguelinho-PE;2605806
PE;Gameleira;Gameleira-PE;2605905
PE;Garanhuns;Garanhuns-PE;2606002
PE;Glória do Goitá;Glória do Goitá-PE;2606101
PE;Goiana;Goiana-PE;2606200
PE;Granito;Granito-PE;2606309
PE;Gravatá;Gravatá-PE;2606408
PE;Iati;Iati-PE;2606507
PE;Ibimirim;Ibimirim-PE;2606606
PE;Ibirajuba;Ibirajuba-PE;2606705
PE;Igarassu;Igarassu-PE;2606804
PE;Iguaracy;Iguaracy-PE;2606903
PE;Ilha de Itamaracá;Ilha de Itamaracá-PE;2607604
PE;Inajá;Inajá-PE;2607000
PE;Ingazeira;Ingazeira-PE;2607109
PE;Ipojuca;Ipojuca-PE;2607208
PE;Ipubi;Ipubi-PE;2607307
PE;Itacuruba;Itacuruba-PE;2607406
PE;Itaíba;Itaíba-PE;2607505
PE;Itambé;Itambé-PE;2607653
PE;Itapetim;Itapetim-PE;2607703
PE;Itapissuma;Itapissuma-PE;2607752
PE;Itaquitinga;Itaquitinga-PE;2607802
PE;Jaboatão dos Guararapes;Jaboatão dos Guararapes-PE;2607901
PE;Jaqueira;Jaqueira-PE;2607950
PE;Jataúba;Jataúba-PE;2608008
PE;Jatobá;Jatobá-PE;2608057
PE;João Alfredo;João Alfredo-PE;2608107
PE;Joaquim Nabuco;Joaquim Nabuco-PE;2608206
PE;Jucati;Jucati-PE;2608255
PE;Jupi;Jupi-PE;2608305
PE;Jurema;Jurema-PE;2608404
PE;Lagoa de Itaenga;Lagoa de Itaenga-PE;2608503
PE;Lagoa do Carro;Lagoa do Carro-PE;2608453
PE;Lagoa do Ouro;Lagoa do Ouro-PE;2608602
PE;Lagoa dos Gatos;Lagoa dos Gatos-PE;2608701
PE;Lagoa Grande;Lagoa Grande-PE;2608750
PE;Lajedo;Lajedo-PE;2608800
PE;Limoeiro;Limoeiro-PE;2608909
PE;Macaparana;Macaparana-PE;2609006
PE;Machados;Machados-PE;2609105
PE;Manari;Manari-PE;2609154
PE;Maraial;Maraial-PE;2609204
PE;Mirandiba;Mirandiba-PE;2609303
PE;Moreilândia;Moreilândia-PE;2614303
PE;Moreno;Moreno-PE;2609402
PE;Nazaré da Mata;Nazaré da Mata-PE;2609501
PE;Olinda;Olinda-PE;2609600
PE;Orobó;Orobó-PE;2609709
PE;Orocó;Orocó-PE;2609808
PE;Ouricuri;Ouricuri-PE;2609907
PE;Palmares;Palmares-PE;2610004
PE;Palmeirina;Palmeirina-PE;2610103
PE;Panelas;Panelas-PE;2610202
PE;Paranatama;Paranatama-PE;2610301
PE;Parnamirim;Parnamirim-PE;2610400
PE;Passira;Passira-PE;2610509
PE;Paudalho;Paudalho-PE;2610608
PE;Paulista;Paulista-PE;2610707
PE;Pedra;Pedra-PE;2610806
PE;Pesqueira;Pesqueira-PE;2610905
PE;Petrolândia;Petrolândia-PE;2611002
PE;Petrolina;Petrolina-PE;2611101
PE;Poção;Poção-PE;2611200
PE;Pombos;Pombos-PE;2611309
PE;Primavera;Primavera-PE;2611408
PE;Quipapá;Quipapá-PE;2611507
PE;Quixaba;Quixaba-PE;2611533
PE;Recife;Recife-PE;2611606
PE;Riacho das Almas;Riacho das Almas-PE;2611705
PE;Ribeirão;Ribeirão-PE;2611804
PE;Rio Formoso;Rio Formoso-PE;2611903
PE;Sairé;Sairé-PE;2612000
PE;Salgadinho;Salgadinho-PE;2612109
PE;Salgueiro;Salgueiro-PE;2612208
PE;Saloá;Saloá-PE;2612307
PE;Sanharó;Sanharó-PE;2612406
PE;Santa Cruz;Santa Cruz-PE;2612455
PE;Santa Cruz da Baixa Verde;Santa Cruz da Baixa Verde-PE;2612471
PE;Santa Cruz do Capibaribe;Santa Cruz do Capibaribe-PE;2612505
PE;Santa Filomena;Santa Filomena-PE;2612554
PE;Santa Maria da Boa Vista;Santa Maria da Boa Vista-PE;2612604
PE;Santa Maria do Cambucá;Santa Maria do Cambucá-PE;2612703
PE;Santa Terezinha;Santa Terezinha-PE;2612802
PE;São Benedito do Sul;São Benedito do Sul-PE;2612901
PE;São Bento do Una;São Bento do Una-PE;2613008
PE;São Caitano;São Caitano-PE;2613107
PE;São João;São João-PE;2613206
PE;São Joaquim do Monte;São Joaquim do Monte-PE;2613305
PE;São José da Coroa Grande;São José da Coroa Grande-PE;2613404
PE;São José do Belmonte;São José do Belmonte-PE;2613503
PE;São José do Egito;São José do Egito-PE;2613602
PE;São Lourenço da Mata;São Lourenço da Mata-PE;2613701
PE;São Vicente Férrer;São Vicente Férrer-PE;2613800
PE;Serra Talhada;Serra Talhada-PE;2613909
PE;Serrita;Serrita-PE;2614006
PE;Sertânia;Sertânia-PE;2614105
PE;Sirinhaém;Sirinhaém-PE;2614204
PE;Solidão;Solidão-PE;2614402
PE;Surubim;Surubim-PE;2614501
PE;Tabira;Tabira-PE;2614600
PE;Tacaimbó;Tacaimbó-PE;2614709
PE;Tacaratu;Tacaratu-PE;2614808
PE;Tamandaré;Tamandaré-PE;2614857
PE;Taquaritinga do Norte;Taquaritinga do Norte-PE;2615003
PE;Terezinha;Terezinha-PE;2615102
PE;Terra Nova;Terra Nova-PE;2615201
PE;Timbaúba;Timbaúba-PE;2615300
PE;Toritama;Toritama-PE;2615409
PE;Tracunhaém;Tracunhaém-PE;2615508
PE;Trindade;Trindade-PE;2615607
PE;Triunfo;Triunfo-PE;2615706
PE;Tupanatinga;Tupanatinga-PE;2615805
PE;Tuparetama;Tuparetama-PE;2615904
PE;Venturosa;Venturosa-PE;2616001
PE;Verdejante;Verdejante-PE;2616100
PE;Vertente do Lério;Vertente do Lério-PE;2616183
PE;Vertentes;Vertentes-PE;2616209
PE;Vicência;Vicência-PE;2616308
PE;Vitória de Santo Antão;Vitória de Santo Antão-PE;2616407
PE;Xexéu;Xexéu-PE;2616506
AL;Água Branca;Água Branca-AL;2700102
AL;Anadia;Anadia-AL;2700201
AL;Arapiraca;Arapiraca-AL;2700300
AL;Atalaia;Atalaia-AL;2700409
AL;Barra de Santo Antônio;Barra de Santo Antônio-AL;2700508
AL;Barra de São Miguel;Barra de São Miguel-AL;2700607
AL;Batalha;Batalha-AL;2700706
AL;Belém;Belém-AL;2700805
AL;Belo Monte;Belo Monte-AL;2700904
AL;Boca da Mata;Boca da Mata-AL;2701001
AL;Branquinha;Branquinha-AL;2701100
AL;Cacimbinhas;Cacimbinhas-AL;2701209
AL;Cajueiro;Cajueiro-AL;2701308
AL;Campestre;Campestre-AL;2701357
AL;Campo Alegre;Campo Alegre-AL;2701407
AL;Campo Grande;Campo Grande-AL;2701506
AL;Canapi;Canapi-AL;2701605
AL;Capela;Capela-AL;2701704
AL;Carneiros;Carneiros-AL;2701803
AL;Chã Preta;Chã Preta-AL;2701902
AL;Coité do Nóia;Coité do Nóia-AL;2702009
AL;Colônia Leopoldina;Colônia Leopoldina-AL;2702108
AL;Coqueiro Seco;Coqueiro Seco-AL;2702207
AL;Coruripe;Coruripe-AL;2702306
AL;Craíbas;Craíbas-AL;2702355
AL;Delmiro Gouveia;Delmiro Gouveia-AL;2702405
AL;Dois Riachos;Dois Riachos-AL;2702504
AL;Estrela de Alagoas;Estrela de Alagoas-AL;2702553
AL;Feira Grande;Feira Grande-AL;2702603
AL;Feliz Deserto;Feliz Deserto-AL;2702702
AL;Flexeiras;Flexeiras-AL;2702801
AL;Girau do Ponciano;Girau do Ponciano-AL;2702900
AL;Ibateguara;Ibateguara-AL;2703007
AL;Igaci;Igaci-AL;2703106
AL;Igreja Nova;Igreja Nova-AL;2703205
AL;Inhapi;Inhapi-AL;2703304
AL;Jacaré dos Homens;Jacaré dos Homens-AL;2703403
AL;Jacuípe;Jacuípe-AL;2703502
AL;Japaratinga;Japaratinga-AL;2703601
AL;Jaramataia;Jaramataia-AL;2703700
AL;Jequiá da Praia;Jequiá da Praia-AL;2703759
AL;Joaquim Gomes;Joaquim Gomes-AL;2703809
AL;Jundiá;Jundiá-AL;2703908
AL;Junqueiro;Junqueiro-AL;2704005
AL;Lagoa da Canoa;Lagoa da Canoa-AL;2704104
AL;Limoeiro de Anadia;Limoeiro de Anadia-AL;2704203
AL;Maceió;Maceió-AL;2704302
AL;Major Isidoro;Major Isidoro-AL;2704401
AL;Mar Vermelho;Mar Vermelho-AL;2704906
AL;Maragogi;Maragogi-AL;2704500
AL;Maravilha;Maravilha-AL;2704609
AL;Marechal Deodoro;Marechal Deodoro-AL;2704708
AL;Maribondo;Maribondo-AL;2704807
AL;Mata Grande;Mata Grande-AL;2705002
AL;Matriz de Camaragibe;Matriz de Camaragibe-AL;2705101
AL;Messias;Messias-AL;2705200
AL;Minador do Negrão;Minador do Negrão-AL;2705309
AL;Monteirópolis;Monteirópolis-AL;2705408
AL;Murici;Murici-AL;2705507
AL;Novo Lino;Novo Lino-AL;2705606
AL;Olho d'Água das Flores;Olho d'Água das Flores-AL;2705705
AL;Olho d'Água do Casado;Olho d'Água do Casado-AL;2705804
AL;Olho d'Água Grande;Olho d'Água Grande-AL;2705903
AL;Olivença;Olivença-AL;2706000
AL;Ouro Branco;Ouro Branco-AL;2706109
AL;Palestina;Palestina-AL;2706208
AL;Palmeira dos Índios;Palmeira dos Índios-AL;2706307
AL;Pão de Açúcar;Pão de Açúcar-AL;2706406
AL;Pariconha;Pariconha-AL;2706422
AL;Paripueira;Paripueira-AL;2706448
AL;Passo de Camaragibe;Passo de Camaragibe-AL;2706505
AL;Paulo Jacinto;Paulo Jacinto-AL;2706604
AL;Penedo;Penedo-AL;2706703
AL;Piaçabuçu;Piaçabuçu-AL;2706802
AL;Pilar;Pilar-AL;2706901
AL;Pindoba;Pindoba-AL;2707008
AL;Piranhas;Piranhas-AL;2707107
AL;Poço das Trincheiras;Poço das Trincheiras-AL;2707206
AL;Porto Calvo;Porto Calvo-AL;2707305
AL;Porto de Pedras;Porto de Pedras-AL;2707404
AL;Porto Real do Colégio;Porto Real do Colégio-AL;2707503
AL;Quebrangulo;Quebrangulo-AL;2707602
AL;Rio Largo;Rio Largo-AL;2707701
AL;Roteiro;Roteiro-AL;2707800
AL;Santa Luzia do Norte;Santa Luzia do Norte-AL;2707909
